MODEL RESULTS
Objective function value:,747.917
  
Dataset Components:
Catch SSQ,747.59
Total Run,0.177656
Aerial Biomass,0.149238
  
  
FORECAST INFORMATION:
Mature Biomass Forecast (tons),140537
Mature Biomass Forecast (tonnes),127493
Mature Numbers-at-age (millions),334.754
  
,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
Survival,0.741028,0.741028,0.741028,0.741028,0.741028,0.741028,0.741028,0.741028,0.741028
  
,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
Gear Selectivity,0.0688035,0.193115,0.436697,0.715193,0.89052,1,1,1,1
  
Maturity
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age12+
1980,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1981,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1982,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1983,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1984,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1985,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1986,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1987,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1988,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1989,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1990,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1991,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1992,0.159117,0.285208,0.456925,0.639528,1,1,1,1,1
1993,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
1994,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
1995,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
1996,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
1997,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
1998,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
1999,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2000,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2001,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2002,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2003,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2004,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2005,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2006,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2007,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2008,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2009,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2010,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2011,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2012,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2013,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2014,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2015,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2016,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
2017,0.0808533,0.203199,0.425061,0.681865,1,1,1,1,1
  
Pre-fishery total abundance (millions); naa
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
1980,99.6091,15.9553,180.439,107.916,20.5753,1.00002,1.46669,1.00006,1.70357
1981,1770.66,72.0362,10.9206,108.705,58.4036,10.3978,0.461717,0.716655,1.34876
1982,1596.83,1295.63,51.2167,7.46496,71.5565,37.7116,6.59901,0.2912,1.31176
1983,658.546,1170.16,926.631,35.3683,5.10208,47.3063,24.6431,4.22186,0.850092
1984,190.567,485.031,847.488,654.086,24.2801,3.29226,30.8899,16.4327,3.36371
1985,434.375,140.734,355.608,612.168,464.641,16.7408,1.66555,21.5735,13.989
1986,87.056,320.703,103.155,256.486,432.703,324.59,11.2419,0.944147,24.8399
1987,322.679,64.3685,236.162,75.1977,184.359,308.057,231.086,7.89062,18.3899
1988,260.331,238.601,47.4091,172.242,53.994,131.297,219.281,165.375,18.6991
1989,46.2699,192.498,175.744,34.6345,123.968,38.4625,92.7503,154.715,131.128
1990,100.477,34.2081,141.694,127.864,24.7621,87.8629,27.1321,65.633,202.837
1991,794.686,74.2654,25.1505,102.949,91.442,17.4725,61.7028,19.0418,188.954
1992,563.166,586.759,54.4807,18.183,72.73,63.298,11.9333,42.595,143.857
1993,240.67,414.54,426.327,38.5949,12.1898,46.7957,40.0058,7.70206,122.098
1994,264.824,177.411,302.577,304.878,26.9128,8.23477,30.9711,26.4632,87.1609
1995,275.934,194.789,128.617,212.772,206.213,17.6024,4.16412,17.7827,70.0772
1996,215.157,203.036,141.447,91.0526,145.921,137.118,11.2269,2.01878,50.7363
1997,375.551,158.378,147.65,100.38,62.6494,97.5788,88.7378,5.98505,30.2587
1998,79.1253,276.002,114.635,103.646,67.7731,41.0995,61.6818,55.9504,19.7859
1999,82.6912,58.178,200.017,80.5622,69.286,43.8445,25.6782,38.9503,44.5953
2000,472.664,60.7759,42.1229,140.312,54.2619,44.7152,27.458,15.7172,49.742
2001,695.419,347.279,43.969,29.4903,93.3791,34.3402,27.4534,16.9734,38.5561
2002,290.926,510.8,250.973,30.7233,19.3915,55.8466,20.749,15.9828,33.8939
2003,104.435,214.268,371.961,178.236,20.813,12.045,34.4955,12.6716,31.7761
2004,104.662,76.8909,155.884,263.295,119.785,12.9922,6.77542,21.2184,27.9605
2005,232.52,77.1108,56.0573,111.215,182.378,80.0106,7.79097,3.20222,31.2096
2006,224.215,171.187,56.1016,39.8034,76.1371,120.118,50.5086,4.42931,21.6949
2007,219.124,164.286,122.869,39.1566,26.3899,46.5843,74.7993,31.3559,16.1942
2008,374.94,160.986,118.813,85.9369,26.2704,16.8126,28.1032,46.0846,30.13
2009,639.568,275.354,116.253,82.2821,56.5736,16.2686,9.60679,16.3707,47.011
2010,464.597,470.553,199.931,82.072,55.7453,36.8091,9.90347,5.50248,39.5016
2011,384.61,341.191,339.587,138.869,52.4303,33.5378,21.7495,5.27872,26.9874
2012,235.107,282.957,247.704,239.876,94.3348,33.8685,21.1099,13.6749,20.345
2013,260.921,173.341,206.633,177.302,167.205,63.7178,21.9336,13.6385,22.34
2014,208.631,192.11,126.066,146.405,120.234,109.932,40.353,12.8914,22.208
2015,158.446,153.503,139.326,88.3676,98.7437,77.8096,71.6809,26.2755,23.1303
2016,130.628,116.481,111.172,97.8618,59.8384,65.2207,50.6032,46.6517,32.2613
2017,181.288,96.2111,84.8433,79.2008,67.9238,40.8259,44.0331,34.1615,53.2909
  
Post-fishery total abundance (millions); post_naa
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
1980,97.2111,14.7371,146.695,78.8143,14.0316,0.623076,0.967109,0.675104,1.14502
1981,1748.43,69.1157,10.0738,96.5638,50.8909,8.90521,0.392967,0.62081,1.14938
1982,1579.11,1250.47,47.7286,6.88514,63.8387,33.2553,5.6973,0.26072,0.886459
1983,654.538,1143.67,882.674,32.7654,4.44282,41.6852,22.1756,3.78086,0.75839
1984,189.918,479.884,826.107,627.022,22.5913,2.24763,29.1129,15.6698,3.20794
1985,432.782,139.205,346.122,583.922,438.027,15.1707,1.2741,20.2808,13.2401
1986,86.8638,318.695,101.477,248.788,415.715,311.845,10.6482,0.773851,24.0429
1987,321.986,63.9775,232.436,72.8637,177.182,295.914,223.169,7.49528,17.7388
1988,259.771,237.162,46.7385,167.292,51.9043,125.164,208.784,159.133,17.8221
1989,46.163,191.213,172.549,33.4159,118.569,36.6142,88.5702,148.024,125.699
1990,100.219,33.94,138.928,123.399,23.5788,83.2664,25.6965,62.0851,192.905
1991,791.817,73.5205,24.5376,98.1474,85.4192,16.1037,57.481,17.4416,176.69
1992,559.412,575.319,52.0829,16.4498,63.1497,53.9869,10.3937,37.3469,127.422
1993,239.412,408.321,411.425,36.3182,11.1126,41.7948,35.7114,6.64529,110.976
1994,262.863,173.566,287.13,278.28,23.754,5.61938,23.9974,21.0407,73.5269
1995,273.993,190.88,122.873,196.917,185.038,15.1504,2.72429,13.6003,54.8671
1996,213.728,199.25,135.46,84.5439,131.68,119.749,8.07668,0.406823,40.4266
1997,372.458,154.698,139.868,91.4582,55.4628,83.2381,75.5037,3.21478,23.4859
1998,78.5099,269.918,108.717,93.4998,59.1671,34.6522,52.5626,46.4811,13.6991
1999,82.0156,56.8439,189.347,73.2252,60.3421,37.054,21.21,32.082,35.0436
2000,468.645,59.3351,39.7964,126.013,46.3413,37.0477,22.9052,11.5656,40.4649
2001,689.312,338.681,41.4603,26.1683,75.3637,28.0003,21.5685,13.664,32.075
2002,289.149,501.953,240.525,28.0866,16.2545,46.5509,17.1,13.357,29.5241
2003,103.762,210.362,355.311,161.647,17.5326,9.14327,28.6338,10.4692,27.2629
2004,104.059,75.6481,150.082,246.115,107.972,10.5137,4.32131,18.4244,23.6922
2005,231.012,75.7078,53.7137,102.745,162.097,68.1602,5.97725,2.05707,27.2197
2006,221.7,165.809,52.8409,35.6125,62.8644,100.94,42.314,3.66238,18.1912
2007,217.247,160.335,115.97,35.4513,22.6882,37.9246,62.19,26.9425,13.7173
2008,371.584,156.88,111.038,76.3447,21.9541,12.9641,22.0918,37.9607,25.4796
2009,635,269.803,110.754,75.2269,49.673,13.3645,7.42546,13.4027,39.9037
2010,460.429,458.265,187.401,70.7535,45.2585,29.3505,7.1235,3.57858,32.8402
2011,381.844,334.27,323.706,127.303,45.7048,28.4873,18.454,4.04285,23.4122
2012,233.92,278.847,239.266,225.639,85.9857,29.5989,18.4048,11.9266,18.2207
2013,259.248,170.124,197.57,162.252,148.351,54.4555,17.3967,10.9638,19.0054
2014,207.149,188.017,119.25,133.252,105.002,96.7317,35.4582,11.2759,19.9378
2015,157.189,150.024,132.062,80.7504,88.0138,68.2879,62.9553,23.111,20.4248
2016,129.835,114.494,106.88,91.6616,55.0936,59.4217,46.1002,42.5117,29.4031
2017,179.997,94.2772,80.923,73.0113,61.0087,35.9313,38.8948,30.2827,47.631
  
Mature numbers-at-age (pre-fishery); mat_naa
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
1980,15.8495,4.55058,82.4473,69.0153,20.5753,1.00002,1.46669,1.00006,1.70357
1981,281.741,20.5453,4.98989,69.5201,58.4036,10.3978,0.461717,0.716655,1.34876
1982,254.083,369.526,23.4022,4.77405,71.5565,37.7116,6.59901,0.2912,1.31176
1983,104.786,333.741,423.401,22.619,5.10208,47.3063,24.6431,4.22186,0.850092
1984,30.3224,138.335,387.239,418.306,24.2801,3.29226,30.8899,16.4327,3.36371
1985,69.1163,40.1386,162.486,391.499,464.641,16.7408,1.66555,21.5735,13.989
1986,13.8521,91.4672,47.1341,164.03,432.703,324.59,11.2419,0.944147,24.8399
1987,51.3437,18.3584,107.908,48.091,184.359,308.057,231.086,7.89062,18.3899
1988,41.423,68.051,21.6624,110.153,53.994,131.297,219.281,165.375,18.6991
1989,7.36231,54.902,80.3016,22.1497,123.968,38.4625,92.7503,154.715,131.128
1990,15.9876,9.75642,64.7435,81.7723,24.7621,87.8629,27.1321,65.633,202.837
1991,126.448,21.1811,11.4919,65.839,91.442,17.4725,61.7028,19.0418,188.954
1992,89.6091,167.348,24.8936,11.6285,72.73,63.298,11.9333,42.595,143.857
1993,19.4589,84.234,181.215,26.3165,12.1898,46.7957,40.0058,7.70206,122.098
1994,21.4119,36.0498,128.614,207.886,26.9128,8.23477,30.9711,26.4632,87.1609
1995,22.3102,39.5808,54.67,145.082,206.213,17.6024,4.16412,17.7827,70.0772
1996,17.3962,41.2567,60.1238,62.0856,145.921,137.118,11.2269,2.01878,50.7363
1997,30.3645,32.1822,62.7602,68.4456,62.6494,97.5788,88.7378,5.98505,30.2587
1998,6.39754,56.0832,48.727,70.6726,67.7731,41.0995,61.6818,55.9504,19.7859
1999,6.68585,11.8217,85.0193,54.9326,69.286,43.8445,25.6782,38.9503,44.5953
2000,38.2164,12.3496,17.9048,95.6738,54.2619,44.7152,27.458,15.7172,49.742
2001,56.2269,70.5667,18.6895,20.1084,93.3791,34.3402,27.4534,16.9734,38.5561
2002,23.5223,103.794,106.679,20.9491,19.3915,55.8466,20.749,15.9828,33.8939
2003,8.44393,43.5389,158.106,121.533,20.813,12.045,34.4955,12.6716,31.7761
2004,8.46226,15.6241,66.2601,179.532,119.785,12.9922,6.77542,21.2184,27.9605
2005,18.8,15.6688,23.8278,75.8336,182.378,80.0106,7.79097,3.20222,31.2096
2006,18.1285,34.7849,23.8466,27.1405,76.1371,120.118,50.5086,4.42931,21.6949
2007,17.7169,33.3827,52.227,26.6995,26.3899,46.5843,74.7993,31.3559,16.1942
2008,30.3151,32.7122,50.5028,58.5974,26.2704,16.8126,28.1032,46.0846,30.13
2009,51.7111,55.9516,49.4144,56.1053,56.5736,16.2686,9.60679,16.3707,47.011
2010,37.5642,95.6157,84.983,55.962,55.7453,36.8091,9.90347,5.50248,39.5016
2011,31.0969,69.3296,144.345,94.6901,52.4303,33.5378,21.7495,5.27872,26.9874
2012,19.0091,57.4966,105.289,163.563,94.3348,33.8685,21.1099,13.6749,20.345
2013,21.0963,35.2227,87.8318,120.896,167.205,63.7178,21.9336,13.6385,22.34
2014,16.8685,39.0365,53.5859,99.8286,120.234,109.932,40.353,12.8914,22.208
2015,12.8109,31.1916,59.2219,60.2548,98.7437,77.8096,71.6809,26.2755,23.1303
2016,10.5617,23.6688,47.255,66.7286,59.8384,65.2207,50.6032,46.6517,32.2613
2017,14.6577,19.55,36.0636,54.0043,67.9238,40.8259,44.0331,34.1615,53.2909
  
Pre-fishery total abundance x gear selectivity; sel_naa
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
1980,6.85345,3.0812,78.7974,77.1809,18.3227,1.00002,1.46669,1.00006,1.70357
1981,121.827,13.9113,4.76899,77.7454,52.0096,10.3978,0.461717,0.716655,1.34876
1982,109.868,250.206,22.3662,5.33889,63.7225,37.7116,6.59901,0.2912,1.31176
1983,45.3103,225.976,404.657,25.2951,4.54351,47.3063,24.6431,4.22186,0.850092
1984,13.1117,93.6666,370.096,467.798,21.6219,3.29226,30.8899,16.4327,3.36371
1985,29.8865,27.1779,155.293,437.819,413.772,16.7408,1.66555,21.5735,13.989
1986,5.98975,61.9325,45.0475,183.437,385.33,324.59,11.2419,0.944147,24.8399
1987,22.2015,12.4305,103.131,53.7809,164.175,308.057,231.086,7.89062,18.3899
1988,17.9116,46.0774,20.7034,123.186,48.0828,131.297,219.281,165.375,18.6991
1989,3.18353,37.1742,76.7467,24.7704,110.396,38.4625,92.7503,154.715,131.128
1990,6.91317,6.60608,61.8774,91.4472,22.0511,87.8629,27.1321,65.633,202.837
1991,54.6771,14.3417,10.9831,73.6287,81.431,17.4725,61.7028,19.0418,188.954
1992,38.7477,113.312,23.7916,13.0044,64.7675,63.298,11.9333,42.595,143.857
1993,16.5589,80.0538,186.176,27.6028,10.8553,46.7957,40.0058,7.70206,122.098
1994,18.2208,34.2608,132.135,218.047,23.9664,8.23477,30.9711,26.4632,87.1609
1995,18.9852,37.6166,56.1667,152.173,183.637,17.6024,4.16412,17.7827,70.0772
1996,14.8036,39.2093,61.7697,65.1202,129.946,137.118,11.2269,2.01878,50.7363
1997,25.8392,30.5852,64.4783,71.791,55.7905,97.5788,88.7378,5.98505,30.2587
1998,5.4441,53.3,50.0609,74.1269,60.3533,41.0995,61.6818,55.9504,19.7859
1999,5.68944,11.235,87.3468,57.6176,61.7005,43.8445,25.6782,38.9503,44.5953
2000,32.5209,11.7367,18.395,100.35,48.3213,44.7152,27.458,15.7172,49.742
2001,47.8472,67.0647,19.2011,21.0912,83.156,34.3402,27.4534,16.9734,38.5561
2002,20.0167,98.643,109.599,21.9731,17.2685,55.8466,20.749,15.9828,33.8939
2003,7.18551,41.3783,162.434,127.473,18.5344,12.045,34.4955,12.6716,31.7761
2004,7.20111,14.8488,68.074,188.307,106.671,12.9922,6.77542,21.2184,27.9605
2005,15.9982,14.8912,24.4801,79.5402,162.411,80.0106,7.79097,3.20222,31.2096
2006,15.4268,33.0587,24.4994,28.4671,67.8016,120.118,50.5086,4.42931,21.6949
2007,15.0765,31.7261,53.6568,28.0046,23.5007,46.5843,74.7993,31.3559,16.1942
2008,25.7972,31.0888,51.8854,61.4615,23.3943,16.8126,28.1032,46.0846,30.13
2009,44.0045,53.1749,50.7672,58.8476,50.3799,16.2686,9.60679,16.3707,47.011
2010,31.9659,90.8707,87.3095,58.6973,49.6423,36.8091,9.90347,5.50248,39.5016
2011,26.4625,65.889,148.297,99.3184,46.6903,33.5378,21.7495,5.27872,26.9874
2012,16.1762,54.6432,108.172,171.557,84.007,33.8685,21.1099,13.6749,20.345
2013,17.9523,33.4747,90.2362,126.806,148.899,63.7178,21.9336,13.6385,22.34
2014,14.3546,37.0993,55.0529,104.708,107.07,109.932,40.353,12.8914,22.208
2015,10.9016,29.6437,60.8432,63.1999,87.9333,77.8096,71.6809,26.2755,23.1303
2016,8.98768,22.4943,48.5486,69.9901,53.2872,65.2207,50.6032,46.6517,32.2613
2017,12.4732,18.5798,37.0508,56.6439,60.4875,40.8259,44.0331,34.1615,53.2909
  
Estimated mature biomass-at-age (tonnes); est_mat_baa
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
1980,3217.44,992.025,23332.6,21946.9,6810.42,315.005,346.138,472.027,876.487
1981,50713.4,4211.79,1072.83,20091.3,18455.5,3316.9,164.371,280.212,528.715
1982,47767.6,88316.7,6365.39,1370.15,25044.8,14669.8,2712.19,124.507,629.645
1983,18651.9,79096.5,122363,7419.03,1826.55,18544.1,10448.7,1887.17,441.028
1984,4487.71,29465.3,104554,131348,8352.36,1287.27,12912,7082.51,1500.22
1985,10505.7,8188.28,41921.4,124497,168665,6746.52,717.854,9794.36,6365.24
1986,2147.07,18384.9,11783.5,50029.1,154908,127889,4811.55,423.922,11498.1
1987,8117.34,3377.95,29351.1,15292.9,68765.8,132464,108379,3945.31,9718.93
1988,5716.37,12657.5,5198.98,33596.8,17926,52912.7,93632.9,75576.3,9551.64
1989,1163.97,10705.9,19754.2,6512.02,43141,14808.1,38305.9,68229.2,60656.5
1990,2414.13,2039.09,15926.9,24777,8790.55,34266.5,11422.6,29206.7,96897.4
1991,20611,3960.87,3114.3,20607.6,33010.6,6989.02,27025.8,8911.56,95939.1
1992,14247.8,34808.5,5949.57,3767.65,26982.8,26648.5,5381.92,21084.5,78056.5
1993,3113.43,17520.7,44941.3,7368.62,4144.53,16986.8,15842.3,3365.8,58507.9
1994,3385.18,8003.05,34982.9,64236.6,8504.44,3145.68,12636.2,11564.4,42748.1
1995,3971.21,8549.46,14050.2,42363.8,66813.2,5914.41,1536.56,7113.1,30656.8
1996,2769.47,8605.18,15220.1,18470.5,48305,49844.5,4414.51,842.837,24160.9
1997,4858.75,6378.06,14689.8,18810,19589.5,33010.3,32249.9,2243.88,12793.6
1998,1196.34,12224.9,12231.4,20703.5,21781.4,14511.9,23661.8,22155.9,8365.28
1999,1143.55,2545.76,21243.7,14955.8,20984.6,14418.7,8878.6,14368.7,17505.5
2000,5682.02,2218.44,4469.29,29232,17532.9,15699.9,10196.9,6171.96,21286.1
2001,9268.65,14683.7,4637.16,6274.4,33392.8,13174,11314.5,7307.22,17931.2
2002,4071.53,21666.9,27659.1,6468.32,7073.71,22870.6,8966.78,7241.31,16301.8
2003,1655.01,9847.05,43065.5,38951.7,7756.95,5168.04,16066,6218.36,16640.4
2004,1383.58,3727.07,18093.5,54520.5,42198.3,5129.87,3030.56,10167.6,14124.8
2005,3543.79,3525.49,6833.28,23120.7,62095,30420,3276.73,1459.51,15071.8
2006,3375.94,8424.36,6751.56,9337,29012.5,50175,24018.7,2253.94,11826.1
2007,3181.29,7932.11,15489.1,8851.11,10166.1,19340.6,34330.6,15546.8,8855.08
2008,5418.07,7641.42,14732.3,19111.7,9376.79,6774.91,12056.2,20692.9,14472.5
2009,8118.65,11861.7,13836,18851.4,21101.9,6588.78,4351.87,7792.44,23634.5
2010,7144.94,20814.5,23595.9,18944.5,21816.4,15635.5,4699.78,2736.43,20550.9
2011,6312.68,16431.1,37674.1,29638,19346.8,13951.7,9678.54,2517.95,13635.9
2012,3931.33,13152.9,28341.4,48047.6,31872.2,12767.1,8872.49,5805.2,10003.2
2013,5761.21,10011.4,26036.1,39852.5,59690.4,25297.3,9733.11,6499.93,11606.2
2014,3952.35,9662.32,16661.9,33053.3,44120.5,42263.4,17862.4,6551.75,12017.1
2015,2821.87,8037.79,17663.6,21138.3,37893.1,31583,29998.9,11941.3,11415.4
2016,2326.44,6099.24,14094.4,23409.4,22963.1,26473.1,21177.8,21201.6,15921.8
2017,3228.67,5037.84,10756.4,18945.5,26065.9,16571.3,18428.2,15525.3,26300.5
  
obs_c_waa x est_seine_comp; sel_baa
Year,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9 ,Age 10,Age 11,Age 12+
1980,7.34533,3.54636,117.735,129.582,6810.42,1.66312,1.82749,2.49215,4.62756
1981,77.436,10.0704,3.62069,79.3412,18455.5,11.7127,0.580433,0.989493,1.86702
1982,41.525,120.22,12.2304,3.08045,25044.8,29.4921,5.45258,0.250307,1.26583
1983,10.303,68.416,149.394,10.5988,1826.55,23.6893,13.3478,2.41078,0.563396
1984,1.90197,19.5546,97.9404,143.97,8352.36,1.26169,12.6554,6.94179,1.47041
1985,4.06358,4.95949,35.8395,124.541,168665,6.0349,0.642135,8.76126,5.69384
1986,0.889835,11.9312,10.7939,53.6235,154908,122.575,4.61162,0.406307,11.0204
1987,3.8105,2.48302,30.4532,18.5664,68765.8,143.804,117.657,4.28306,10.551
1988,3.12644,10.8402,6.28477,47.5223,17926,66.9262,118.431,95.592,12.0813
1989,0.751964,10.8302,28.207,10.8803,43141,22.1238,57.2304,101.937,90.6231
1990,1.82383,2.41224,26.5949,48.411,8790.55,59.8689,19.9571,51.0286,169.295
1991,17.0659,5.13546,5.69943,44.1293,33010.6,13.3829,51.7505,17.0643,183.709
1992,11.9558,45.7375,11.0346,8.17653,26982.8,51.7138,10.4441,40.9165,151.476
1993,4.92597,30.9589,85.8451,14.3698,4144.53,31.5829,29.4549,6.25789,108.781
1994,4.97132,13.1258,62.0244,116.275,8504.44,5.42865,21.8069,19.9572,73.7725
1995,6.054,14.5559,25.8594,79.6024,66813.2,10.5954,2.75268,12.7428,54.9203
1996,4.60344,15.9745,30.5436,37.8422,48305,97.3623,8.62295,1.64633,47.1939
